"389","1278","","","","","Ferrara","Ferrara","Ravenna","Italy","44.833333","11.616667","","Diocesan","","","","","","","Latin","","","","","","","Muratori, Antiquitates, VI, col 433-438","","https://books.google.it/books?id=Mqg-AAAAcAAJ","","GoogleBooksData CaptureWebDownload","","Reviewed ","",""
"405","1274","11","12","","","Tortosa","Tortosa","Tarragona","Spain","40.812778","0.523333","","Diocesan","Arnal de Jardin","Arnau de Jardí","1273","1306","","","Latin","","","","","","","Synodicon Hispanum, XII, 617-18","","also Villanueva, Viage Literario, V, 283-284","","Library ScanHard Copy Scan","Yes","Completed","Villanueva, V, 283-334, gives synodal constitutions for 1278, 1307, 1308, 1311, 1314, 1319, 1323, 1324, 1328, 1330; none of these mention usury either",""
"408","1296","9","18","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Ramón Despont","","1289","1312","","","Latin","","","","","","","Synodicon Hispanum, XII, 730-56","Perez de Heredia, Sinodos, 617-678","","","Library ScanHard Copy Scan","Yes","Completed","-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury, which makes the inclusion of 3 canons against usury in the Valencia 1296 synod all the more striking (especially since nothing on usury was in 1278 and 1280 Valencia synods).",""
"409","1298","10","21","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Ramón Despont","","1289","1312","","","Latin","","","","","","","Synodicon Hispanum, XII, 756-65","Perez de Heredia, Sinodos, 678-697","","","Library ScanHard Copy Scan","Yes","Completed","",""
"412","1269","10","","","","Sens","Sens","Sens","France","48.1975","3.2877","","Provincial","Pierre de Charny","","1267","1274","","","Latin","","","","","","","Mansi 24, 3-8","","","","GoogleBooksData Capture","","Reviewed ","**I suspect these are the inspiration for Usurarum Voraginem**issued by Pierre de Charny † (1267 - agosto 1274); according to Frowein, Episkopat, 320-brief bio sketch in Fasti, t. 11, pp117-19, where it notes that the date of his death varies from 8/16/21 August 1274; Charny as also 'camerier du pape' under Urban IV and Clement IV; from August 1262 to at least Oct 1267 he resided at the papal court and managed important financial transactions (Fasti, 11, 117)",""
"413","1388","","","","","Murcia","Cartagena","[Holy See]","Spain","37.986111","-1.130278","[dependant on Holy See until 1492]","Diocesan","Fernando de Pedrosa","","1383","1402","","","Old Spanish","","","","","","","Synodicon Hispanum, XI, pp189-92","Sanz Sancho, Constituciones, 137-147","","","Library ScanHard Copy Scan","Yes","Completed","",""
"414","1323","11","18","","","Murcia","Cartagena","[Holy See]","Spain","37.986111","-1.130278","[dependant on Holy See until 1492]","Diocesan","Juan Munoz Gomez de Hinojosa","","1311","1326","","","Old Spanish","","","","","","","Synodicon Hispanum, XI, 118-133","Sanz Sancho, Constituciones, 69-82","","","Library ScanHard Copy Scan","Yes","Completed","",""
"415","1278","10","26","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Jazperto de Botonach ","","1276","1288","","","Latin","","","","","","","Synodicon Hispanum, XII, 724-27","Perez de Heredia, Sinodos, 603-608","","","Library ScanHard Copy Scan","Yes","Completed","-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury, which makes the inclusion of 3 canons against usury in the Valencia 1296 synod all the more striking (especially since nothing on usury was in 1278 and 1280 Valencia synods).",""
"416","1280","10","22","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Jazperto de Botonach ","","1276","1288","","","Latin","","","","","","","Synodicon Hispanum, XII, 727-30","Perez de Heredia, Sinodos, 610-616","","","Library ScanHard Copy Scan","Yes","Completed","-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury, which makes the inclusion of 3 canons against usury in the Valencia 1296 synod all the more striking (especially since nothing on usury was in 1278 and 1280 Valencia synods).",""
"417","1320","","","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Ramón de Gastón","","1312","1348","","","Latin","","","","","","","Synodicon Hispanum, XII, 765-69","Perez de Heredia, Sinodos, 698-716","","","Library ScanHard Copy Scan","Yes","Completed","",""
"418","1351","10","21","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Hugo de Fenollet ","","1348","1356","","","Latin","","","","","","","Synodicon Hispanum, XII, 776-80","Perez de Heredia, Sinodos, 717-725","","","Library ScanHard Copy Scan","Yes","Completed","",""
"419","1357","","","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Vidal de Blanes ","","1356","1369","","","Latin","","","","","","","Synodicon Hispanum, XII, 780-85","Perez de Heredia, Sinodos, 725-735","","","Library ScanHard Copy Scan","Yes","Completed","",""
"420","1368","","","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Vidal de Blanes ","","1356","1369","","","Latin","","","","","","","Synodicon Hispanum, XII, 785-801","Perez de Heredia, Sinodos, 735-772","","","Library ScanHard Copy Scan","Yes","Completed","",""
"421","1370","1","24","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Other","Jaume de Prades i de Foix","Jaime de Aragón","1369","1396","","Canons complain that bishop convoked a synod without their approval","Latin","","","","","","","Synodicon Hispanum, XII, 801-802","Perez de Heredia, Sinodos, 773-776","","","Library ScanHard Copy Scan","Yes","Completed","",""
"422","1385","7","18","","10-18 July","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Jaume de Prades i de Foix","Jaime de Aragón","1369","1396","","","Latin","","","","","","","Synodicon Hispanum, XII, 805-14","Perez de Heredia, Sinodos, 779-798","","","Library ScanHard Copy Scan","Yes","Completed","",""
"423","1400","10","15","","12-15 October","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Hug de Llupià i Bages","","1397","1427","","","Latin","","","","","","","Synodicon Hispanum, XII, 814-20","Perez de Heredia, Sinodos, 799-830","","","Library ScanHard Copy Scan","Yes","Completed","",""
"424","1432","2","2","","","Valencia","Valencia","Tarragona","Spain","39.470239","-0.376805","","Diocesan","Alfonso de Borja","","1429","1455","","","Latin","","","","","","","Synodicon Hispanum, XII, 832-39","Perez de Heredia, Sinodos, 831-842","","","Library ScanHard Copy Scan","Yes","Completed","issued by Alfonso de Borja, future Calixtus III",""
"436","1315","","","Yes","Morenzoni (L'encadrement, 8) gives 1311x1317; Pontal repertoire gives ""early 14th-c""; can probably be dated to 1316 or earlier (see Binz, Vie Religieuse, 164, n2)","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Pierre de Faucigny","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°129r-f°131r","","","","","","Digital MS","","Completed","",""
"437","1335","","","Yes","1317x1335; Binz (Vie Religieuse, 172, n3)  suggests (hesitantly) 1335","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Pierre de Faucigny","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°141v-143v","","","","","","Digital MS","","Completed","issued by Pierre de Faucigny; influenced by Council of Vienne",""
"438","1336","5","13","","","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Pierre de Faucigny","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°143v-145v","","","","","","Digital MS","","Completed","",""
"439","1339","","","","","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Pierre de Faucigny","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°146r-149v","","","","","","Digital MS","","Completed","",""
"440","1343","11","11","","Fleury ed gives 1336, erroneously","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Alamand de Saint-Jeoire","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°150r-151r","","Fleury, Histoire de l'Eglise de Geneve, I, 436-37 [partial edition]","","https://books.google.com/books?id=Ov8PAAAAYAAJ; ","","GoogleBooksDigital MS","","Completed","",""
"441","1360","","","Yes","b/w 1352-1366","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°154r-156v","","","","","check super for sed / supra in transcription (here and elsewhere)","Digital MS","","Completed","",""
"442","1381","","","","","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Jean de Murol","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°157v-159r","","Morenzoni, L'encadrement, 32-37","partial edition in Fleury, HIstoire de l'Eglise de Geneve, I, 442-43","https://books.google.com/books?id=Ov8PAAAAYAAJ","","GoogleBooksWebDownloadDigital MS","","Reviewed ","",""
"443","1366","","","","","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Guillaume de Marcossay","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°159v-161v","","partial edition in Fleury, HIstoire de l'Eglise de Geneve, I, 438-40","","https://books.google.com/books?id=Ov8PAAAAYAAJ; ","","GoogleBooksWebDownloadDigital MS","","Completed","",""
"448","1345","","","Yes","1343x1352","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Alamand de Saint-Jeoire","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°151r-152r","","[extracts in] Fleury, Histoire de l'Eglise de Geneve, I, 437-38","","https://books.google.com/books?id=Ov8PAAAAYAAJ; ","","GoogleBooksWebDownloadDigital MS","","Completed","",""
"449","1352","","","","","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Alamand de Saint-Jeoire","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°152r-153v","","[extracts in] Fleury, Histoire de l'Eglise de Geneve, I, 437-38","","https://books.google.com/books?id=Ov8PAAAAYAAJ; ","","GoogleBooksWebDownloadDigital MS","","Completed","",""
"450","1384","","","","","Geneva","Geneva","Vienne","Switzerland","46.2","6.15","","Diocesan","Jean de Murol","","","","","","Latin","","","","","Geneva, AE, MS hist 47, f°156v-157v","","","","","","Digital MS","","Completed","",""
"454","1378","","","","","Rochefort","Liege","Cologne","Belgium","50.15","5.216667","Rochefort was a deaconry, within the archdeaconery of Famenne","Other","","","","","","","Latin","","","","","","","Brouette, Rochefort, 137-139","","","","Hard Copy Scan","","Reviewed ","presided over by an Archdeacon; written in a question-and-answer format; mostly concerned with specific points of liturgy",""
"456","1352","","","","","Turku","Turku","Uppsala","Finland","60.45","22.266667","Åbo (in Swedish)","Diocesan","Hemming","Hemingius","1338","1366","","","Latin","","","","","","","Sainio, Piispa Hemmingin synodaalistatuutit,  57-61","Diplomatarium Suecanum, no. 4881 [=VI/1, 396-98]; Diplomatarium Fennicum, no. 624","Diplomatarium Fennicum version: http://df.narc.fi/document/624","","Library ScanHard Copy Scan","","Reviewed ","",""
"457","1342","","","Yes","1340x1345","Dol-de-Bretagne","Dol","Tours","France","48.550833","-1.755833","","Diocesan","Henri du Bois","","","","","","Latin","","","","","","","Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §68-71","","Survive in 1509 compilationdigital version downloaded: http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra ; ","","Digital MS","","Reviewed ","Inc. Item nos Henricus divina permissione Dolensis episcopus. Nonnullorum damnata carnis...",""
"458","1388","","","Yes","1386x1390","Dol-de-Bretagne","Dol","Tours","France","48.550833","-1.755833","","Diocesan","Guillaume de Brie","","","","","","Latin","","","","","","","Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, fol. 2v-7v & 7v-14v","","Survive in 1509 compilationdigital version downloaded: http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra ; ","","Digital MS","","Reviewed ","First part is compilation of earlier statutesInc. Primo. Monemus omnes ecclesiarum rectores curam animarum habentesSecond part are new statutes issued by Bp Guillaume de Brie",""
"459","1375","5","15","","","Genoa","Genoa","Genoa","Italy","44.411111","8.932778","","Provincial","Andrea della Torre","","1368","1377","","","Latin","","","","","","","Cambiaso, Sinodi, 59-87","","","","Hard Copy Scan","Yes","Reviewed ","",""
"460","1388","8","26","","","Savona","Savona","Genoa","Italy","44.3","8.483333","","Diocesan","Antonio de’ Viali","","","","","","Latin","","","","","","","Pongiglione, Carte dell’archivio capitolare di Savona, BSSS 73 (1913): 177-189","","","","Hard Copy Scan","","Reviewed ","",""
"465","1298","7","3","","","Uppsala","Uppsala","Uppsala","Sweden","59.833333","17.666667","","Diocesan","Nils Allesson","","1292","1305","","","Latin","","","","","","","SDHK-nr: 1798","Diplomatarium Suecanum, no. 1240 [II, 267-68]","https://sok.riksarkivet.se/sdhk - SDHK-nr: 1798https://books.google.com/books?id=lp_dvHv4FTkC","","Other","","Reviewed ","",""
"466","1345","","","Yes","1339x1351","Linköping","Linköping","Uppsala","Sweden","58.4","15.616667","","Diocesan","Peter Torgilsson","","1339","1351","","","Latin","","","","","","","Reuterdahl, Statuta synodalia, cap IX (pp43-50)","","https://books.google.com/books?id=WaZBAAAAYAAJ","","GoogleBooksWebDownload","Yes","Reviewed ","",""
"467","1368","9","27","Yes","dating not certain","Uppsala","Uppsala","Uppsala","Sweden","59.833333","17.666667","","Provincial","Birger Gregersson","Birgerus","1366","1383","","","Latin","","","","","","","DS no 7777; SDHK no 9344","Reuterdahl, Statuta synodalia, cap XI (pp50-53)","https://books.google.com/books?id=WaZBAAAAYAAJ","","GoogleBooksWebDownload","Yes","Reviewed ","",""
"468","1380","","","Yes","1374x1391","Linköping","Linköping","Uppsala","Sweden","58.4","15.616667","","Diocesan","Nils Hermansson","Nicolaus Hermannus","1374","1391","","","Latin","","","","","","","Reuterdahl, Statuta synodalia, pp56-71 ","","https://books.google.com/books?id=WaZBAAAAYAAJ","check Diplomatium Fennicum for transcription","GoogleBooksWebDownload","Yes","Reviewed ","a few undated statutes from the following years start mentioning usury, but all in general contexts",""
"469","1380","9","11","","","Södertälje","Strängnäs","Uppsala","Sweden","59.183333","17.666663","previously known as Tälje","Provincial","Birger Gregersson","","1366","1383","","","Latin","","","","","","","Reuterdahl, Statuta, cap 14 (pp89-91)","Gummerus, Synodalstatuter, 25-27 (Old Swedish version)","https://sok.riksarkivet.se/sdhk?SDHK=11736&postid=sdhk_11736 (SDHK nr 11736)https://books.google.com/books?id=WaZBAAAAYAAJ","generate second record for Swedish translation?","GoogleBooksWebDownload","Yes","Reviewed ","",""
"472","1287","","","Yes","dating not certain; Johanek dates it to 1287, while Hauck dates it 1275-1280; dated 1274 in Mansi","Brixen","Brixen","Salzburg","Italy","46.716667","11.65","now Bressanone","Provincial","","","","","","","Latin","","","","","","","Mansi 24, col. 145-146","","","","GoogleBooksData Capture","","Reviewed ","survives in 1 MS (see Johanek, Synodalia, III, Anhang I)",""
"477","1278","4","7","","","Compiègne ","","Reims","France","49.4149","2.823056","","Provincial","Pierre Barbetta","","","","","","Latin","","","","","","","Gousset, APER II, 414-16","Mansi 24, 183-184","","","WebDownload","Yes","Completed","",""
"478","1278","8","23","","","Aurillac","","Bourges","France","47.0844","2.3964","","Provincial","","","","","","","Latin","","","","","","","Mansi 24, col 209-212","","","","GoogleBooksData Capture","","Reviewed ","",""
"497","1335","5","29","","","Castello","","Aquileia","Italy","45.4375","12.335833","Santa Maria in Castello","Provincial","Bertrando","","","","","","Latin","","","","","","","Marcuzzi, Sinodi aquileiesi, pp342-48","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"498","1335","5","29","","dating from Ceccon, Sinodi diocesane, 44","Udine","Udine","Aquileia","Italy","46.066667","13.23333","","Provincial","Bertrando di Saint-Geniès","","1334","1350","","","Latin","","","","","","","Marcuzzi, Sinodi, 342-348","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"502","1297","","","","given that text includes ref to Lib 6, the dating should either be pushed a bit later OR it is simply an editorial insertion from a later copying (the latter being more likely)","Cremona","Cremona","Milan","Italy","45.133333","10.033333","","Diocesan","Raynerius","","1296","1312","","","Latin","","","","","","","Synodus cremonensis (1604), 261-98","","https://books.google.com/books?id=jeSYbHKDKEIC (Downloaded)","Will need to be transcribed by hand, since scan quality is poor and text is highly abbreviated","GoogleBooksWebDownload","","Reviewed ","",""
"511","1335","","","","","Reims","Reims","Reims","France","49.26278","4.03472","","Diocesan","","","","","Yes","Issued by Official of Reims","Latin","","","","","","","Incipiunt precepta synodalia secundum usum Remensem. [N.p.]: Pierre Boicel, [n.d.], fols. 67-69","","Reims BM CR I 235 P RES; also copy at BnF","","Digital MS","","Reviewed ","",""
"515","1320","","","","Thursday after Pentecost","Sens","Sens","Sens","France","48.1975","3.2877","","Provincial","Guillaume de Melun","","","1329","","","Latin","","","","","","","Mansi 25, 647-650","","","","GoogleBooksData Capture","","Reviewed ","",""
"532","1374","","","","","Torcello","Torcello","Grado","Italy","45.5","12.416667","","Diocesan","Tommaso da Frignano","","1372","1381","","","Latin","","","","","","","Italia Sacra, ed. Ughelli, t. 5, 2nd ed (1720), col. 1402-1406","Cappelletti, Storia della chiesa, VI, 158-165","https://books.google.com/books?id=9SVLAAAAcAAJ (Cappelletti)https://books.google.com/books?id=JWBv55mlf5kC (Ughelli)Vuillemin is working on a new edition","","GoogleBooksData Capture","","Reviewed ","",""
"533","1296","","","","","Torcello","Torcello","Grado","Italy","45.5","12.416667","","Diocesan","","","","","","","Latin","","","","","","","Mansi 24, coll 1163-1172","","","","GoogleBooksData Capture","","Reviewed ","promulgated constitutions of council at Grado (unless this is one and the same)",""
"545","1321","","","","","Faenza","Faenza","Ravenna","Italy","44.283333","11.883333","","Diocesan","Ugolino dei Minori","","1311","1336","","","Latin","","Yes","","","","","Tonducci, Historie di Faenza, 393; Mittarelli, Accessiones historicae Faventinae, 545-46","","https://books.google.com/books?id=nbHTXzPnyE4C","","WebDownload","","Reviewed ","-prior to 16th-c, synods are known for 29 Sept 1312, 1321, and 1335partial transcription of one constitution in Tonducci: Volentes insuper Constitutionem B. M. Domini Rainaldi olim Archiepiscopi Ravennae executioni debitae mandare, iniungimus omnibus Clericis Nobis subiectis, quatenus celebrare studeant festa Sanctorum Archiepiscoporum Ravennae qui fuerunt a Columba electi etc.Insuper festa Patronorum Ecclesiarum Suffraganearum Sanctae Ravennatis Ecclesiae suis diebus, ut sequitur.Ravennae S. Ursicini Martiris die 13. Decembris. S. Prosperi Regii die 25. Novembris. S. Geminiani Mutinae die ultima Ianuarii. S. Petronii Bononiae die 4. Octobris. S. Cassiani Imolae, et Comacli die 13. Augusti. S. Mercurialis Forolivii die ultima Aprilis. S. Ruffili Foropopil. die 18. Iulii. S. Vicini Sarsenat. die 28. Augusti. S. Georgii Ferrariae die 24. Aprilis. S. Iulii Arimini die 21. Iunii.Another partial passage survives in Mittarelli: Beatorum Confessorum Emiliani pontificis, et <Te>Rentii Levitae in civitate et burgis, ad quorum corpora veneranda in suis propriis ecclesiis residentia Dominus cotidie miranda dignatur ostendere ... Sanctorum archiepiscoporum Ravennae, et Sanctorum Titularium ecclesiarum suffraganearum metropolitae ecclesie Ravennatis.","Sinodi di Faenza (Mazzotti), pp20-22"
"546","1292","13","10","","","Peel","Sodor","[Holy See]","[Scotland]","54.221","-4.691","diocese also known as ""The Isles'; see Cheney, Manx Synodal Statutes, pt 1actually a Possession of the Crown; not part of either England, Scotland or the UK","Diocesan","Mark","","","","","","Latin","","","","","","","Records of Convocation, vol. 1: Sodor and Man, 30-51","","","","Library ScanHard Copy Scan","","Reviewed ","","see Cheney, Manx Synodal Statutes, pt 1"
"547","1351","2","23","","dated 1350 in Wilkins","Peel","Sodor","[Holy See]","[Scotland]","54.221","-4.691","diocese also known as ""The Isles'; see Cheney, Manx Synodal Statutes, pt 1actually a Possession of the Crown; not part of either England, Scotland or the UK","Diocesan","William Russell","","","","","","Latin","","","","","","","Records of Convocation, vol. 1: Sodor and Man, 53-59","Wilkins, III, 10-12; Cheney, ""Manx Synodal Statutes"", vii 86-89","","","Library ScanHard Copy Scan","","Reviewed ","additions to earlier constitutions","see Cheney, Manx Synodal Statutes, pt 1"
"548","1329","","","","Wilkins/Mansi dates these to 1328","Canterbury","Canterbury","Canterbury","England","51.275","1.087","","Provincial","Simon Mepeham","Simon Meopham","1328","1333","","","Latin","","","","","","","Records of Convocation, vol. 3: Canterbury, pp110-114","Wilkins II, 552-54 ; Mansi 25, col 828-836; ","","","Library ScanHard Copy Scan","","Reviewed ","",""
"549","1341","","","","","London","","Canterbury","England","51.507222","-0.1275","Location from Forrest, English Provincial Constitutions, 48","Provincial","","","","","","","Latin","","","","","","","Records of Convocation, vol. 3: Canterbury, pp173-179","","","","Library ScanHard Copy Scan","","Reviewed ","",""
"550","1362","11","16","Yes","1361x1362; day known but year uncertain","Canterbury","Canterbury","Canterbury","England","51.275","1.087","","Provincial","Simon Islip","","1349","1366","","","Latin","","","","","","","Records of Convocation, vol. 3: Canterbury, pp294-95","Wilkins, III, 50-51","","","Library ScanHard Copy Scan","","Reviewed ","",""
"551","1364","","","Yes","constitutions from 1364x1367; given as 1367 in Wilkins","York","York","York","England","53.958333","-1.080278","","Provincial","","","","","","","Latin","","","","","","","Records of Convocation, vol. 13: York, 153-162","Wilkins III, 68-73","","","Library ScanHard Copy Scan","","Reviewed ","constitutions of York provincial councils of 1364-1367 ",""
"552","1327","","","Yes","see Gwynn, ""Provincial and diocesan decrees,"" 35-36","Kilkenny","Ossory","Dublin","Ireland","52.6525","-7.256944","","Diocesan","","","","","","","Latin","","","","","","","Records of Convocation, vol. 16, pp142-146","","","","Library ScanHard Copy Scan","","Reviewed ","",""
"556","1276","","","","","Durham","Durham","York","England","54.7761","-1.5733","","Diocesan","","","","","","","Latin","","","","","","","Powicke & Cheney II, 817-820","","","","Data Capture","","Reviewed ","",""
"557","1292","","","","","Chichester","Chichester","Canterbury","England","50.83652","-0.77918","","Diocesan","Gilbert of St. Leofard","","","","","","Latin","","","","","","","Powicke & Cheney, II, 1115-1118","Mansi 24 col 1098-1100","","","Data Capture","","Reviewed ","",""
"570","1290","","","Yes","1278x1317","Skara","Skara","Uppsala","Sweden","58.383333","13.433333","","Diocesan","Brynolf I Algotsson","","1278","1317","","","Latin","","","","","","","Gummerus, Synodalstatuter, pp61-65","","https://books.google.com/books?id=kt8vAQAAMAAJ","","GoogleBooksWebDownload","Yes","Reviewed ","-as noted by Gummerus, Synodalstatuter, pp17 & 61ff, show strong influence of those of Eudes de Sully (Kroon, Prastmotet, 33), seemingly via statutes of Corbie and Meaux;",""
"571","1300","","","Yes","survive in 14th-c copy (first half, acc. catalogue), but with dating unclear","Strängnäs","Strängnäs","Uppsala","Sweden","59.366667","17.033333","","Diocesan","","","","","","","Latin","","","","Yes","Uppsala, UB, C 2 fols. 3r-5v","","Kroon, Prastmotet, 156-168","Gummerus, Synodalstatuter, s. 87-93 [incomplete; stops midway through fol. 5r of Uppsala MS]","MS breaks off suddenly (but is longer than the incomplete MS used by Gummerus)https://books.google.com/books?id=kt8vAQAAMAAJ","","GoogleBooksDigital MSHard Copy Scan","","Reviewed ","seem influenced by Eudes via Liege 1287; see cc. 53, 54, 60, 62 , 65For Catalogue entry, see http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0506a_b0027_jpg.htm",""
"573","1392","","","","","Messina","Messina","Messina","Italy","38.183333","15.55","","Diocesan","Filippo Crispo","","1392","1402","","","Latin","","","","","","","Savagnone, Concili, Appendix, i-vii","","","","Library ScanHard Copy Scan","","Reviewed ","no known synods thereafter until 1553 ",""
"574","1324","8","17","","","Mondoñedo","Mondoñedo","Santiago","Spain","43.428056","-7.362778","","Diocesan","Gonzalo II","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 16-18","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"575","1351","6","23","","","Mondoñedo","Mondoñedo","Santiago","Spain","43.428056","-7.362778","","Diocesan","Alfonso Sánchez","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 18-20","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"576","1379","8","18","","","Mondoñedo","Mondoñedo","Santiago","Spain","43.428056","-7.362778","","Diocesan","Francisco","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 20-21","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"577","1395","8","18","","","Mondoñedo","Mondoñedo","Santiago","Spain","43.428056","-7.362778","","Diocesan","Lope de Mendoza","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 21-25","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"579","1340","4","","","","Orense","Orense","Santiago","Spain","42.336389"," -7.863333","","Diocesan","Vaso Pérez Mariño","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 96-98","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"580","1363","3","22","","","Orense","Orense","Santiago","Spain","42.336389"," -7.863333","","Diocesan","Francisco Afonso","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 98-99","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"581","1385","3","22","","","Orense","Orense","Santiago","Spain","42.336389"," -7.863333","","Diocesan","Pascual García","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 99-100","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"582","1391","3","11","","","Orense","Orense","Santiago","Spain","42.336389"," -7.863333","","Diocesan","Diego de Anaya","","","","","","Old Spanish","","","","","","","Synodicon Hispanum, 1, 100-102","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"583","1394","4","9","","","Orense","Orense","Santiago","Spain","42.336389"," -7.863333","","Diocesan","Pedro Diáz","","","","Yes","issued by Alvaro Diiz & Ares Fernández (episcopal vicars)","Old Spanish","","","","","","","Synodicon Hispanum, 1, 103-104","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"584","1229","7","15","","","Santiago","Santiago","Santiago","Spain","42.880447","-8.546303","","Diocesan","Bernardo II","","","","","","Latin","","","","","","","Synodicon Hispanum, 1, 263-266","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"585","1260","","","Yes","1259?x1267","Santiago","Santiago","Santiago","Spain","42.880447","-8.546303","","Diocesan","Juan Arias","","","","","","Latin","","","","","","","Synodicon Hispanum, 1, 266-268","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"586","1289","8","17","","","Santiago","Santiago","Santiago","Spain","42.880447","-8.546303","","Diocesan","Rodrigo González de León","","","","","","Latin","","","","","","","Synodicon Hispanum, 1, 272-280","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"587","1309","5","27","","","Santiago","Santiago","Santiago","Spain","42.880447","-8.546303","","Diocesan","Rodrigo de Padrón","","","","","","Latin","","","","","","","Synodicon Hispanum, 1, 280-292","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"588","1313","9","3","","","Santiago","Santiago","Santiago","Spain","42.880447","-8.546303","","Diocesan","Rodrigo de Padrón","","","","","","Latin","","","","","","","Synodicon Hispanum, 1, 292-295","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"589","1320","11","11","","","Santiago","Santiago","Santiago","Spain","42.880447","-8.546303","","Diocesan","Berengario de Landora","","","","","","Latin","","","","","","","Synodicon Hispanum, 1, 296-307","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
"590","1328","","","","","Santiago","Santiago","Santiago","Spain","42.880447","-8.546303","","Diocesan","Berengario de Landora","","","","","","Latin","","","","","","","Synodicon Hispanum, 1, 307-308","","","","Library ScanHard Copy Scan","Yes","Reviewed ","",""
